id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
15351560;private bedroom with large bed, 15 min from center;5496917;Micha;;IJburg - Zeeburgereiland;5235711;499553;Private room;46;2;110;05.07.19;Apr/67;1;9
15351615;Great, spacious 4p apartment close to Vondelpark;97927092;Michael;;Zuid;5235642;485203;Entire home/apt;90;2;11;06.02.17;0.33;1;0
15351762;Beautiful, cosy apartment in bubbly Amsterdam East;24892437;Jack;;Oostelijk Havengebied - Indische Buurt;523645;493665;Entire home/apt;150;6;21;22.05.19;0.72;1;169
15351988;‚òÖ Family Loft Inner City Centre ‚òÖ;1826139;Esther & Jan;;Centrum-West;5237934;489391;Entire home/apt;325;7;25;03.06.19;0.75;9;320
15354556;3-floor Townhouse | 3BR | rooftop terras | garden;8553930;Yvon & Jan;;Watergraafsmeer;5234553;492386;Entire home/apt;299;3;29;10.06.19;0.91;1;17
15356013;Design & Spacious apartment near City Center;7456258;Robbert;;De Baarsjes - Oud-West;5237192;48496;Entire home/apt;175;2;7;01.01.18;0.21;1;0
15356614;3 Floor Dreamy-House | CITY CENTRE | 2 BATHROOMS!;1477248;Erik;;Centrum-West;5237645;488369;Entire home/apt;105;2;19;12.06.19;0.59;8;166
15357130;Dreamy House for 4 | Explore CITY CENTRE | Balcony!;1477248;Erik;;De Baarsjes - Oud-West;5236607;487616;Entire home/apt;105;7;26;23.06.19;0.77;8;137
15357376;Spacious and modern apartment next to the Amstel;97223146;Willemijn;;Oud-Oost;5235675;490828;Entire home/apt;110;4;6;25.04.17;0.18;1;0
15358780;Spacious new apartment 10 mins to city centre!;6655420;Robin;;Bos en Lommer;5237553;483871;Entire home/apt;89;2;1;20.11.16;0.03;1;0
15364579;"Apartment in ""de Pijp""";19247187;Saskia;;De Pijp - Rivierenbuurt;523525;490487;Entire home/apt;165;2;13;11.06.19;0.39;1;4
15365780;Spacious home with amazing garden | Center&Museum;98130493;Anne-Mieke;;De Baarsjes - Oud-West;5236281;486678;Entire home/apt;150;3;2;20.12.16;0.06;1;0
15367641;Private apartment in Amsterdam;25024511;Tim;;Oostelijk Havengebied - Indische Buurt;5236467;494177;Entire home/apt;120;1;43;19.06.19;Jan/30;1;7
15368201;Comfy Lux condo in the heart of Old Amsterdam! NEW;12382766;Lotte;;Centrum-West;5237451;487887;Entire home/apt;146;2;7;05.04.18;0.30;1;0
15368822;Bright hotel chique apartment in trendy area;98157016;Thomas;;Oostelijk Havengebied - Indische Buurt;5236415;494085;Entire home/apt;105;2;14;18.06.19;0.50;1;0
15370916;Kamer in Amsterdamse Pijp;98185673;Tes;;De Pijp - Rivierenbuurt;5234952;490556;Private room;50;1;3;11.12.16;0.09;1;0
15371008;2 bedrooms, centre, quiet street, balcony, modern;92102983;Neil;;Centrum-West;5237997;488453;Entire home/apt;199;4;6;31.12.16;0.18;1;0
15371462;Always wanted to spend a night on a houseboat?!;96921500;Rieneke;;Oud-Noord;5240139;490081;Private room;95;2;57;30.06.19;Jan/73;1;36
15372417;Clean | Modern | Spacious APT - 15 min to Center;98134959;Sjoerd;;Bos en Lommer;5237648;484741;Entire home/apt;149;5;9;10.01.19;0.27;1;0
15373075;Room for one person;34203566;Rietje;;Oostelijk Havengebied - Indische Buurt;523618;494457;Private room;46;1;85;12.06.19;Feb/62;2;82
15373310;The Loft, City Centre Jordaan Area;2425674;Pieter;;Centrum-West;5237993;488021;Entire home/apt;350;2;20;22.04.19;0.60;1;303
15374358;Peaceful, green Amsterdam house (free parking);31206472;Ali;;Noord-Oost;5239049;495452;Entire home/apt;155;3;15;22.04.19;0.52;1;27
15381052;Great apartment, very central in Amsterdam, 4 pers;17631943;Jeannette;;De Pijp - Rivierenbuurt;5234449;490793;Entire home/apt;169;3;3;03.01.17;0.09;1;0
15384189;Mark Westerpark boutique bnb/studio Amsterdam;98351603;Martin;;Westerpark;5238411;487665;Private room;90;3;79;27.06.19;Feb/39;1;282
15386590;Romantic 2 bedroom apartment close to Vondelpark;26892838;Lucinda;;Zuid;5234939;484876;Entire home/apt;120;2;6;24.09.17;0.18;1;0
15387655;Beautiful city center apartment;38812056;Beau;;Centrum-Oost;5236075;489449;Entire home/apt;120;2;4;01.01.17;0.12;1;0
15387882;Perfectly situated cosy apartment!;98377308;Petrus;;Centrum-West;5236702;48834;Entire home/apt;259;2;10;16.04.19;0.36;1;35
15388064;Spacious @ Stylish with big garden in hip area!;98378662;Sjoerd;;Oostelijk Havengebied - Indische Buurt;5236418;49415;Entire home/apt;95;3;8;05.09.17;0.24;1;0
15388650;Bright top floor apartment in a quiet neighborhood;98385964;Tjebbe;;Bos en Lommer;5237792;484295;Entire home/apt;100;2;2;07.12.16;0.06;1;0
15389472;Spacious Central 2-flr 2-bdr Canal View Apartment;26890127;Esra;;De Pijp - Rivierenbuurt;5235638;489792;Entire home/apt;140;2;13;08.01.18;0.40;1;0
15391262;Beautiful double room near Dam square;97090342;Rens;;Centrum-West;5237166;489353;Private room;100;2;3;18.06.17;0.09;1;0
15397352;Large apartment with garden;3929672;Elsemiek And Jimme;;De Pijp - Rivierenbuurt;5234878;490484;Entire home/apt;99;3;21;07.05.19;0.69;1;75
15403401;Bright spacious two floor apartment in the center;56381474;Mark;;Centrum-Oost;523626;49104;Entire home/apt;245;10;0;;;1;189
15404565;Charming apartment in green environment;14643159;Hannah;;De Baarsjes - Oud-West;523712;485121;Entire home/apt;99;2;31;02.07.18;01. Okt;1;0
15404775;City centre Amsterdam studio apartment with view to canal;98171390;Bob;;Centrum-West;5237501;489148;Private room;90;2;121;26.06.19;Mär 70;1;61
15404969;Amsterdam mansion top spot;98607662;Marie-Yo;;Zuid;5235227;486373;Private room;94;2;89;16.06.19;Feb/68;1;0
15410682;Spacious cosy  Canalhouse , 4 floors 2 terraces;;;;;;;;;;;;;;
" .""";27987182;Jolanda;;IJburg - Zeeburgereiland;5.235.695;499667;Entire home/apt;212;3;8;05.05.19;0.26;1;199;
15415871;Cosy 4-room light appartment, next to Vondelpark;98774782;Charlotte;;De Baarsjes - Oud-West;5235979;484991;Entire home/apt;150;2;11;03.06.19;0.33;2;11
15416894;Spacious and light appartment in Amsterdam East;6636577;Norma;;Oud-Oost;5236067;492931;Entire home/apt;65;3;5;16.04.17;0.15;1;0
15417809;4 person cozy apartment, cheap;56703734;Rogier;;Centrum-Oost;5236945;492958;Entire home/apt;165;2;1;25.10.16;0.03;1;0
15417929;NEW Luxury apartment w/ great view at Amstel river;90651956;Ruben;;Oud-Oost;523491;491292;Entire home/apt;250;2;0;;;1;0
15418400;Cozy house and balcony near center;15069533;Joeri;;De Baarsjes - Oud-West;5236916;486194;Entire home/apt;159;4;19;21.10.18;0.62;1;0
15418508;Comfortable & quiet apartment, 10 mins to the city;5891346;Stephan;;Bos en Lommer;5237872;485756;Entire home/apt;125;3;7;18.12.17;0.21;1;0
15419069;Charming apartment;98805875;Mouheddine;;Osdorp;5235668;481383;Private room;130;3;2;09.10.16;0.06;1;0
15421742;Spacious and Cosy Amsterdam West 1-2 bedrooms 50m2;98833917;Jerome;;Bos en Lommer;5237975;484751;Private room;80;2;5;30.04.17;0.15;2;0
15422621;Spacious and Cosy Amsterdam West 1-2 bedrooms 50m2;98833917;Jerome;;Bos en Lommer;5237808;484865;Entire home/apt;170;3;32;23.09.18;0.97;2;0
15423130;Nice and charming apartment;9744698;Joep;;Bos en Lommer;5237885;484942;Entire home/apt;95;3;3;28.05.19;0.13;1;6
15425903;All the comfort you need nearby the Vondelpark;68346131;Christina;;Zuid;523514;484927;Entire home/apt;150;2;0;;;1;0
15427284;Beautiful spacious apartment in Oost;33563238;Ivan;;Watergraafsmeer;5234045;494698;Entire home/apt;163;5;10;29.12.18;0.42;1;0
15428681;Charasteristic place for 2p + 1 or 2 children;11892092;Anna;;Centrum-Oost;5236225;490726;Entire home/apt;190;3;3;23.05.19;0.10;1;13
15431214;Comfy apartment Amsterdam west!;97615352;Wouter;;Bos en Lommer;5237289;484753;Entire home/apt;115;3;15;04.11.18;0.45;1;12
15431815;Lovely spacious terraced house;12532564;Thomas;;Oostelijk Havengebied - Indische Buurt;5236727;494983;Entire home/apt;175;2;29;12.05.19;0.87;1;226
15432553;Great location! Lovely Westerpark @ the doorstep!;98938749;Milena;;Westerpark;5238406;487143;Entire home/apt;200;3;23;12.02.19;1.00;1;0
15432761;Bright apartment at the Pijp close to Museumsquare;76382575;Franco;;De Pijp - Rivierenbuurt;5235184;48867;Entire home/apt;130;2;4;20.11.16;0.12;1;0
15432762;Nice apartment @ Amsterdam West, De Baarsjes;87070241;Danny;;De Baarsjes - Oud-West;523708;485714;Entire home/apt;80;3;16;06.03.19;0.79;1;0
15433262;Luxurious apartment near Rembrandtpark/Vondelpark;98947405;Natascha;;Slotervaart;5236095;484216;Entire home/apt;115;3;15;07.07.19;0.45;1;189
15435322;Bright garden apartment;4632377;Inge;;Slotervaart;5235631;482658;Entire home/apt;125;2;12;13.08.18;0.51;1;0
15435454;Rustic cottage in Amsterdam with free parking;2872698;Jackie;;Noord-Oost;5239335;499465;Entire home/apt;99;2;22;22.04.19;0.66;1;0
15439821;Historical National Monument on Prinsengracht | 4P;74062812;Tigrelle;;Centrum-West;5237902;488549;Entire home/apt;198;1;14;24.12.18;0.46;1;50
15440957;Luxurious appartment in City Centre;72289411;Krista;;De Baarsjes - Oud-West;5236895;487426;Entire home/apt;165;2;4;07.05.17;0.12;1;0
15441005;Cozy house in calm North area | Free parking;99025407;Nina;;Oud-Noord;523914;495107;Entire home/apt;130;2;26;13.08.18;0.79;1;121
15441407;Cosy&light  private Apt Javastraat 2pers;3627864;Maaike;;Oostelijk Havengebied - Indische Buurt;5236267;493185;Entire home/apt;95;7;10;29.04.17;0.30;1;0
15441503;Bright Terrace Garden in Canal Belt;8944258;Carrie;;Centrum-Oost;5236445;490008;Entire home/apt;265;7;11;02.06.19;0.33;2;0
15441753;Bright & comfortable apartment with winter garden;33183282;Emiel;;Centrum-Oost;5236727;492804;Entire home/apt;189;3;19;30.06.19;0.88;2;9
15442364;Large bedroom 15 min from Amsterdam city center;3844845;Sara;;Bijlmer-Oost;5232316;497087;Private room;100;2;45;06.05.18;Jan/69;1;0
15442737;Genuine apartement in green & quiet area;21414295;David;;Noord-Oost;5239285;495082;Entire home/apt;70;3;10;11.08.18;0.42;2;0
15443303;Canal-house apartment right in the city center!;47900513;Ramses;;Centrum-West;5236566;488362;Entire home/apt;225;2;19;03.06.19;0.63;1;12
15444249;Balcony flat w/ two double bedrooms & two bunnies;23290686;Amy;;Osdorp;523549;479362;Entire home/apt;40;3;6;29.07.17;0.22;1;0
15445952;Apartment in Amsterdam Westerpark;54041788;Bart;;Westerpark;5238145;486808;Entire home/apt;101;3;12;11.02.19;0.46;1;0
15449022;Gezellig appartement in de pijp;46360649;Voogje;;De Pijp - Rivierenbuurt;5235791;49037;Entire home/apt;200;1;0;;;1;0
15457327;Lovely Canal Penthouse, Prime Location, Roof Top;99171546;Vivian;;Centrum-Oost;5236386;488939;Private room;150;2;2;23.09.17;0.09;1;0
15458166;Private room with canal view;2932204;Malti;;IJburg - Zeeburgereiland;5235036;500276;Private room;55;14;78;23.04.19;Feb/42;1;0
15459025;Spacious dyke house in hip North + free parking;99183853;Henricke;;Noord-Oost;5239679;492436;Entire home/apt;185;3;8;09.08.18;0.24;1;0
15460188;Family house Amsterdam city;88952147;Ma√ølis;;De Pijp - Rivierenbuurt;5234509;489303;Entire home/apt;175;3;11;10.06.19;0.46;1;8
15460346;Entire 2 bedroom Apartment in City Centre;19955005;Kasper;;Centrum-Oost;5236099;489561;Entire home/apt;145;2;21;29.12.17;0.65;1;0
15462317;Spacious Apartment in Lively De Pijp Neighbourhood;15756082;Dorus;;De Pijp - Rivierenbuurt;5235083;48981;Entire home/apt;100;2;7;09.08.17;0.22;1;0
15462325;Apartment with rooftop terrace in city centre;1670066;Vincent;;Centrum-Oost;5236537;492089;Entire home/apt;120;4;31;06.07.19;0.93;1;189
15462945;Cosy apartment ready for next visitors! :);13627962;Selen;;Geuzenveld - Slotermeer;5237639;481178;Private room;80;2;20;18.06.19;0.60;1;0
15465157;Cosy apartment with space for 4 (2 double beds);22717975;Jurri√´n;;De Baarsjes - Oud-West;5236473;485153;Entire home/apt;100;5;6;02.07.18;0.24;1;0
15465365;Amazing location in Jordaan, Amsterdam City Center;3552086;Dennie;;Centrum-West;5236804;487939;Private room;109;2;146;04.07.19;Apr/39;1;13
15465855;LOVELY apt. (in centre) with great view!;27706858;Samatha;;Centrum-Oost;5237412;49235;Entire home/apt;140;5;5;05.08.18;0.16;1;0
15472779;Beautiful designer's apartment in Amsterdam!;3732495;James;;Oud-Oost;5235794;491047;Entire home/apt;180;2;0;;;1;0
15477836;Classy canal house on the most prestigious canal;99355470;Robin;;Centrum-Oost;5236437;489767;Entire home/apt;199;2;17;21.01.18;0.51;2;7
15478296;Great appartment near city centre with roofterras!;49754562;Eric;;Westerpark;5238885;488431;Entire home/apt;240;2;21;22.06.19;0.64;1;164
15481220;200 m2 apartment Amsterdam West;75775370;Jeroen;;Slotervaart;5235051;483108;Entire home/apt;250;3;32;14.06.19;0.98;1;345
15483122;Private room in cozy apartment;95322310;Caterina;;De Baarsjes - Oud-West;5236331;485658;Private room;58;3;94;07.07.19;Feb/85;1;6
15487995;Beautiful Apartment with balcony | 2 Bed & 2 Bath;11900329;Peter;;De Baarsjes - Oud-West;5236341;486123;Entire home/apt;129;5;4;02.04.17;0.13;1;0
15488849;Bright, modern apartment, 10 min. from city centre;20269830;Eva;;Bos en Lommer;5238015;485933;Entire home/apt;79;3;11;08.12.18;0.33;1;0
15490693;Amazing apt with roof terrace near City Centre;40738789;Willem;;De Baarsjes - Oud-West;5237349;486048;Entire home/apt;100;2;6;31.12.17;0.18;1;1
15492937;Stylish apt. close to westerpark and center;74077669;Jildo;;Westerpark;5238442;487264;Entire home/apt;122;4;9;21.02.18;0.27;1;0
15493910;Lovely two storey canal house in Centre;99495088;Marie;;De Baarsjes - Oud-West;5237066;487149;Entire home/apt;140;2;1;28.12.16;0.03;1;0
15496392;Lovely light appartement;14644651;Sophie;;De Baarsjes - Oud-West;5237304;486008;Entire home/apt;100;2;13;18.05.19;0.40;1;0
15497619;Single bedroom (max 1 guest);2829587;Greg;;Geuzenveld - Slotermeer;5237434;483537;Private room;55;1;122;03.07.19;Apr/52;3;71
15503790;Classic Amsterdam APT - near CITY CENTER;98628449;Ronald;;Oud-Oost;5235518;491899;Entire home/apt;123;3;4;02.01.18;0.13;1;0
15506843;Bright & comfortable in typical Amsterdam building;36065092;Stefan;;Westerpark;5239271;487316;Entire home/apt;90;7;3;03.01.17;0.09;1;0
15508063;Ground floor Family Hide Out with Patio @The Pijp!;38642035;Jochem;;De Pijp - Rivierenbuurt;5235788;489789;Entire home/apt;139;3;4;07.07.17;0.13;1;0
15509115;Hotel experience in your own appartement;64598933;Priscilla;;Zuid;5234752;486279;Entire home/apt;99;2;3;01.01.17;0.09;1;0
15509418;Large appartment, Amsterdam centre;99642871;Steven;;Westerpark;5237412;487366;Entire home/apt;110;2;4;27.02.17;0.14;1;0
15514843;Cozy room 15 minutes from Central Station;99696924;Mar;;IJburg - Zeeburgereiland;5235825;499204;Private room;62;4;47;02.06.19;Jan/46;1;73
15515376;Cozy apartment in the center of Amsterdam;6452795;Irvine;;De Baarsjes - Oud-West;5236776;487342;Entire home/apt;90;1;3;11.12.16;0.09;1;0
15516455;Light 2 floor design apartment with roof terrace;97527021;Frans;;Westerpark;5237962;4877;Entire home/apt;130;3;12;11.11.18;0.37;1;0
15517903;Large Central Houseboat with Windmill View;15722405;Alexander;;Centrum-Oost;5236805;4922;Entire home/apt;200;2;16;07.05.17;0.54;1;0
15518738;Lovely apartment near Amstel river;99727904;Sieto;;Oud-Oost;523493;49136;Entire home/apt;115;2;41;15.06.19;Jan/26;1;0
15525890;AMSTERDAM CENTER, TOP  RELAX LOCATION.;14183886;Luis;;Centrum-Oost;5236962;493017;Entire home/apt;89;4;1;02.11.16;0.03;29;66
15525897;Amazing new loft - Best Location & Canal View;4875280;Matan;;Centrum-West;5237836;487948;Private room;500;1;32;23.06.19;0.97;2;323
15527704;Private studio on lovely houseboat, great location;99852324;Frank;;Westerpark;5239014;488723;Private room;117;2;208;05.07.19;Jun/30;1;0
15528076;Light apartment in Amsterdam East, close to center;99856100;Irene;;Oostelijk Havengebied - Indische Buurt;5236313;493862;Entire home/apt;120;4;26;24.06.19;0.79;1;4
15530353;Spacious, light, cosy home on a perfect location;6823451;Philou;;Centrum-Oost;5236089;48902;Entire home/apt;150;5;4;10.12.18;0.12;1;0
15530410;Amsterdam West at it's best;40415005;Arjan;;De Baarsjes - Oud-West;5237403;486377;Entire home/apt;112;4;11;02.06.19;0.34;1;9
15531290;Luxurious Amsterdam apartment;50628284;Helen;;Westerpark;5238989;487657;Entire home/apt;100;2;18;15.04.19;0.55;1;0
15532447;Spacious, modern home with garden, by the water;23926353;Nicole;;IJburg - Zeeburgereiland;5235373;499677;Entire home/apt;180;4;0;;;1;0
15532491;lovely apartment in Amsterdam East;22485572;Yvette;;Oud-Oost;5235937;491168;Entire home/apt;63;1;2;13.11.16;0.06;1;0
15533370;Spacious and light modern houseboat;78318909;Maartje;;Oud-Noord;5239165;490737;Entire home/apt;160;2;2;01.05.17;0.06;1;0
15539939;Room in dyke house;75013814;Chris;;Oud-Noord;5238946;494436;Private room;90;3;2;31.12.17;0.06;2;0
15540054;Private Room in Jordaan heart of Amsterdam;44416982;Aranka;;Centrum-West;5237751;488489;Private room;120;3;22;03.10.17;0.67;1;0
15541354;Cosy & Bright apartment in Amsterdam East;39116786;Aur√©lien;;Oud-Oost;5236349;492446;Entire home/apt;85;2;0;;;1;0
15542926;Deluxe Modern Apartment in Central Amsterdam;19153949;Jo√£o;;Centrum-Oost;5236889;492927;Entire home/apt;250;4;6;15.07.18;0.39;1;0
15543062;Luxurious apartment in the center;51848909;Harmen;;De Pijp - Rivierenbuurt;5235746;488953;Entire home/apt;179;1;0;;;1;0
15543178;Modern room next to the Albert Cuypmarket;100006701;Stanley;;De Pijp - Rivierenbuurt;5235637;490084;Private room;125;2;2;02.01.17;0.06;1;0
15543621;Light & bright Apartment in the vibrant Pijp.;100012165;Isabelle;;De Pijp - Rivierenbuurt;5235357;489297;Entire home/apt;100;3;5;26.11.16;0.15;1;0
15544148;Modern private apartment;28393476;Wibout;;De Pijp - Rivierenbuurt;5235447;489864;Entire home/apt;150;3;18;08.06.19;0.61;1;1
15544303;Amazing room in centre Amsterdam;100020261;Charon;;Centrum-West;5237475;489158;Private room;300;1;1;18.10.16;0.03;1;90
15544528;Comfy room, local neighbordhood.Feeling like home;100001151;Ximo;;De Baarsjes - Oud-West;5235957;486238;Private room;45;2;1;30.10.16;0.03;1;0
15545816;Private apartment in Amsterdam East;11387138;Diede;;Oostelijk Havengebied - Indische Buurt;5236602;493288;Entire home/apt;100;2;8;04.01.18;0.24;2;0
15548949;Beautiful Apartment in heart of Amsterdam;29616074;Mischa;;Centrum-Oost;5236075;489297;Entire home/apt;200;2;28;16.06.19;0.85;1;54
15550420;Bright apt. in Westerpark 5 mins from A'dam Centre;100080944;Ivar;;Westerpark;5238951;488157;Entire home/apt;225;2;9;31.10.17;0.29;1;6
15555147;Amazing and unique houseboat at premium location!;99604629;Sam;;Centrum-Oost;5236964;491157;Entire home/apt;251;1;56;28.06.19;Jan/69;1;180
15560235;3-flr 2-bdr House In Floradorp Neighborhood;100191395;Lilian;;Oud-Noord;5239899;491307;Entire home/apt;90;4;1;01.11.16;0.03;1;0
15561199;Beautiful apartment with character in 'de Pijp';4277721;Lucie;;De Pijp - Rivierenbuurt;523567;490379;Entire home/apt;180;2;12;19.02.17;0.37;1;0
15561871;Luxury & sunny apartment with view over the canals;13882461;Sylvie;;Oostelijk Havengebied - Indische Buurt;5237701;494602;Entire home/apt;70;7;0;;;1;0
15562765;Large two-story canal apartment near Anne Frank;90374943;Jochem;;Westerpark;5237323;487022;Entire home/apt;155;3;12;27.11.18;0.37;2;7
15563308;New and spacious appartment in West;67623112;Marijn;;Slotervaart;523642;484116;Entire home/apt;100;2;2;27.11.16;0.06;1;0
15563670;DESIGNER town house with lake view (4p+);100232584;Janine;;IJburg - Zeeburgereiland;5235691;500172;Entire home/apt;186;3;17;02.06.19;0.57;1;22
15564496;Cozy apartment @ Vondelpark;19094953;Sharon;;Zuid;5235261;485604;Entire home/apt;110;3;23;26.05.19;0.70;2;0
15564639;Beautiful place located right in the centre;100077413;Peter;;Centrum-West;5237449;488527;Private room;70;2;120;04.07.19;Mär 63;1;2
15574248;Large 2 bdrm aparment located near Sloterpark;29340861;David;;Slotervaart;5236524;483072;Entire home/apt;175;3;19;17.06.19;0.62;2;12
15575572;Nice private room near centre!;15919914;Michael;;De Baarsjes - Oud-West;5236892;485447;Private room;85;2;3;20.11.16;0.09;2;0
15577083;Spacious family house, free parking, 15m to centre;3601645;Ivar;;Noord-West;5241341;488153;Entire home/apt;79;4;0;;;1;0
15577359;Cosy apartment in the middle of Amsterdam.;100346419;Bart;;De Baarsjes - Oud-West;5236835;486829;Entire home/apt;75;2;4;27.08.17;0.12;1;0
15579126;Spacious and modern apartment near Vondelpark;8198264;Philip;;De Baarsjes - Oud-West;5236102;486353;Entire home/apt;140;2;2;13.11.16;0.06;1;0
15581428;Big family house with flowergarden, free parking;27170337;Ilka & Bart;;Noord-West;5242043;489481;Entire home/apt;229;3;16;29.04.19;0.68;1;19
15582133;Newly renovated apartment close to everything;43934776;Olga;;Zuid;5234872;486696;Entire home/apt;200;9;5;16.04.17;0.16;1;0
15582524;Family home in Amsterdam Oud-West;15455272;Rinske & Michiel;;De Baarsjes - Oud-West;5236148;486764;Entire home/apt;220;5;11;24.10.18;0.36;1;0
15588057;Cozy room in the Pijp;11265692;Manon;;De Pijp - Rivierenbuurt;523534;49036;Private room;70;3;13;31.10.17;0.40;2;0
15591889;Romantic Apartment in Trendy De Pijp - Canal View;1656490;Guy & Lior;;De Pijp - Rivierenbuurt;5234874;488709;Entire home/apt;105;2;7;01.01.19;0.23;1;0
15592066;Amazing 120m Canal Loft at AAA-Location!;100460252;Hebe;;Centrum-West;5237819;488651;Entire home/apt;260;2;26;16.06.19;0.83;1;31
15592215;Great light apartment in city centre | two bikes;6993694;Mante;;Centrum-West;5237461;48801;Entire home/apt;140;14;9;22.09.18;0.40;1;0
15592311;Spacious apartment in a beautiful neighborhood;100462143;Elizabeth;;De Pijp - Rivierenbuurt;5234485;489758;Entire home/apt;85;2;6;23.06.18;0.18;1;0
15594816;Loft Style/ Private Bathroom/ Free Parking/ NDSM;9590018;The Bath House;;Noord-West;5241294;488638;Private room;69;2;135;23.06.19;04. Okt;2;122
15595655;Boutique apartment near Vondelpark;16911797;Femke;;Zuid;5235643;485108;Entire home/apt;145;2;37;08.06.19;Jan/16;1;166
15596186;Luxurious apt with terrace | Jordaan & Centre;77653945;Jessica;;Westerpark;523734;487304;Entire home/apt;410;2;10;29.04.18;0.31;1;0
15599773;Beautiful splitlevel appartment at the Vondelpark;27090599;Dorien;;De Baarsjes - Oud-West;5235672;485596;Entire home/apt;356;4;4;30.07.17;0.15;1;2
15606540;Full appartment next to city centre;4185101;Fru;;Bos en Lommer;5237716;485494;Entire home/apt;80;2;0;;;1;0
15608849;100sqm sunny apartment near the city centre;7968025;Ruud;;Oud-Oost;5235745;491049;Entire home/apt;150;3;5;12.12.16;0.15;1;0
15609809;Comfortable apartment 5min from City center;74190516;Ralph;;Westerpark;5238337;487207;Entire home/apt;99;2;13;04.06.17;0.40;1;0
15610200;Lovely Apartment in the Old-West Part of Amsterdam;14874061;Jasper;;De Baarsjes - Oud-West;5236257;486581;Entire home/apt;95;3;6;19.08.17;0.19;19;0
15610441;The Gardenmansion;47538664;Jacky;;Oud-Oost;523611;49151;Private room;79;3;13;21.09.18;0.40;1;7
15611604;Stylish Art Deco & Colonial Design Apt.in Oud Zuid;92332033;Chrissy;;Zuid;5234635;48698;Entire home/apt;320;1;37;19.06.19;Jan/14;1;173
15611671;Studio apartment near Westerpark, edge of Jordaan;56476853;Bryony;;Westerpark;5237992;487661;Entire home/apt;95;3;25;14.05.19;0.78;1;0
15616455;Charming Amsterdam home;52033106;Fons;;Oud-Noord;5239363;491603;Entire home/apt;110;3;16;20.08.17;0.49;1;0
15616580;Spacious 3 bedroom apartment;100683369;Sarah;;Buitenveldert - Zuidas;5232649;487829;Entire home/apt;200;2;29;22.06.19;0.89;1;78
15626210;Lovely warm city-house in the centre of Amsterdam;13448536;Rosan;;Centrum-Oost;5237241;490692;Entire home/apt;130;2;21;13.07.18;0.73;1;0
15626614;One public bedroom;60409350;Alina;;Centrum-Oost;5237164;490127;Entire home/apt;3142;1;0;;;1;179
15626831;Comfortable stay on a ship | Engine Room;10783651;Koen & Sjoerd;;Oostelijk Havengebied - Indische Buurt;5237725;493957;Private room;140;2;142;15.06.19;Apr/33;2;17
15628281;Bright characteristic Amsterdam-North / IJzijde;100749906;Rose & Mike;;Oud-Noord;5238657;492079;Entire home/apt;100;4;5;18.08.17;0.16;1;0
15628462;luxurious apartment of 100m2 with big private room;14408672;Joshua;;Slotervaart;5236761;483983;Private room;250;1;10;05.05.17;0.31;3;0
15628664;Central cozy apartment near Anne Frank house;100755208;Laurens;;Centrum-West;5237658;487838;Entire home/apt;129;2;9;18.04.17;0.28;1;0
15628991;Groundfloor apartment in trending neighbourhood;36563209;Geerten;;Oostelijk Havengebied - Indische Buurt;5236118;493894;Entire home/apt;120;7;2;27.11.16;0.06;1;14
15630004;Spacious apartment with garden near Vondelpark;11860663;Emilie;;Zuid;5235253;484748;Entire home/apt;120;3;11;22.04.19;0.34;1;41
15630976;Light boho apartment Amsterdam West;37995170;Marie;;De Baarsjes - Oud-West;5237293;485318;Entire home/apt;115;5;10;19.01.18;0.31;1;189
15631465;Spacious architectural wooden house near center;8625249;Martijn;;IJburg - Zeeburgereiland;5236022;497833;Entire home/apt;225;4;0;;;1;0
15637415;Nice,clean apartment between vondelpark and museum;24967625;Floris & Britt;;Zuid;5235782;487632;Entire home/apt;175;1;242;05.07.19;Jul/46;1;234
15638310;Gorgeous Getaway at Westerpark + BIKES!;6862782;Ilana;;Westerpark;5238825;488045;Entire home/apt;149;5;18;04.11.18;0.56;1;0
15638911;Large double floor design apt on 2nd & 3rd floor;32985070;Brechje;;De Baarsjes - Oud-West;5236567;487537;Entire home/apt;300;3;11;24.04.18;0.34;1;0
15639074;"Beautiful & spacious apartment in ""De Pijp""";27392576;Saskia;;De Pijp - Rivierenbuurt;5235216;488983;Entire home/apt;150;4;19;10.05.19;0.62;1;0
15641922;New renovated apartment with big balcony;100881539;Ivo;;Osdorp;5235547;481328;Entire home/apt;78;2;24;06.07.19;0.73;1;0
15642444;Light, modern and spacious apartment;20170992;Nico;;Centrum-Oost;5237117;490365;Entire home/apt;125;5;13;28.08.17;0.42;1;10
15642871;Comfortable apartment in vibrant de Pijp district;100913405;David;;De Pijp - Rivierenbuurt;5235212;488975;Entire home/apt;103;2;62;02.06.19;Jan/92;1;18
15643971;Nice Apartment in Hipster Amsterdam Oost;10498206;Marit;;Oud-Oost;5235687;492522;Entire home/apt;190;2;38;01.06.19;Jan/31;1;3
15645217;Beautiful canal apartment next to the Jordaan;38825821;Tessa;;Centrum-West;5237857;489215;Entire home/apt;150;2;5;20.09.17;0.16;1;0
15651912;First Class houseboat studio (corner);97204642;Rinze;;Centrum-West;5238135;488902;Entire home/apt;169;3;165;06.07.19;05. Apr;2;248
